Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,Road_User,Gender,Age
20171287,NSW,January,2017,Tuesday,17:40,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,60
20171299,NSW,January,2017,Friday,13:55,Multiple vehicle,No,No,Yes,90,Driver,Male,17
20171303,NSW,January,2017,Monday,02:45,Pedestrian,No,Yes,No,60,Pedestrian,Female,48
20171308,NSW,January,2017,Friday,18:00,Single vehicle,No,No,No,100,Driver,Male,84
20171313,NSW,January,2017,Sunday,22:25,Single vehicle,No,No,No,100,Driver,Male,18
20171318,NSW,January,2017,Friday,14:29,Single vehicle,No,No,No,50,Driver,Male,91
20171325,NSW,January,2017,Monday,13:30,Single vehicle,No,No,No,80,Driver,Male,59
20172016,VIC,January,2017,Wednesday,14:30,Multiple vehicle,No,No,Yes,100,Other,Female,61
20172026,VIC,January,2017,Monday,07:59,Pedestrian,No,No,No,60,Pedestrian,Female,53
20172027,VIC,January,2017,Sunday,16:50,Multiple vehicle,No,No,No,100,Passenger,Female,38
20172030,VIC,January,2017,Sunday,04:30,Pedestrian,No,No,No,100,Pedestrian,Male,23
20172035,VIC,January,2017,Friday,17:00,Multiple vehicle,No,No,No,100,Passenger,Female,17
20172044,VIC,January,2017,Saturday,00:35,Single vehicle,No,No,No,60,Passenger,Male,19
20172057,VIC,January,2017,Thursday,17:28,Multiple vehicle,No,No,No,100,Driver,Male,44
20172058,VIC,January,2017,Friday,03:50,Single vehicle,No,No,No,100,Driver,Male,18
20172079,VIC,January,2017,Tuesday,16:00,Multiple vehicle,No,No,Yes,110,Driver,Female,79
20172082,VIC,January,2017,Tuesday,16:30,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,41
20172086,VIC,January,2017,Wednesday,18:50,Multiple vehicle,No,No,No,100,Driver,Male,24
20172096,VIC,January,2017,Saturday,16:47,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,75
20172101,VIC,January,2017,Monday,15:30,Single vehicle,No,No,No,50,Passenger,Female,96
20172112,VIC,January,2017,Thursday,08:55,Multiple vehicle,No,Yes,No,-9,Motorcycle rider,Female,45
20172143,VIC,January,2017,Friday,16:45,Single vehicle,No,No,No,100,Passenger,Female,3
20172169,VIC,January,2017,Sunday,16:50,Multiple vehicle,No,No,No,100,Passenger,Male,52
20172188,VIC,January,2017,Wednesday,03:50,Single vehicle,No,No,No,100,Driver,Male,26
20173004,QLD,January,2017,Sunday,09:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,27
20173009,QLD,January,2017,Friday,22:00,Single vehicle,No,No,No,50,Motorcycle rider,Female,59
20173014,QLD,January,2017,Saturday,06:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,40
20173040,QLD,January,2017,Friday,01:00,Single vehicle,No,No,No,100,Driver,Male,24
20173041,QLD,January,2017,Monday,17:00,Multiple vehicle,No,No,No,80,Passenger,Female,67
20173053,QLD,January,2017,Monday,18:00,Single vehicle,No,No,No,70,Driver,Male,61
20173059,QLD,January,2017,Friday,18:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,50
20173062,QLD,January,2017,Wednesday,19:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,69
20173067,QLD,January,2017,Friday,19:00,Multiple vehicle,No,No,No,50,Passenger,Male,19
20173071,QLD,January,2017,Saturday,14:00,Multiple vehicle,No,No,No,90,Passenger,Female,21
20173071,QLD,January,2017,Saturday,14:00,Multiple vehicle,No,No,No,90,Passenger,Female,52
20173072,QLD,January,2017,Tuesday,12:00,Multiple vehicle,No,No,Yes,100,Driver,Female,79
20173090,QLD,January,2017,Tuesday,12:00,Pedestrian,Yes,No,No,50,Pedestrian,Female,1
20173128,QLD,January,2017,Thursday,15:00,Multiple vehicle,No,No,No,60,Passenger,Female,70
20173129,QLD,January,2017,Thursday,00:00,Single vehicle,No,No,No,80,Driver,Male,41
20173147,QLD,January,2017,Monday,03:00,Pedestrian,No,No,No,100,Pedestrian,Female,30
20173154,QLD,January,2017,Saturday,11:00,Single vehicle,No,No,No,80,Motorcycle pillion passenger,Female,49
20173171,QLD,January,2017,Tuesday,16:00,Multiple vehicle,No,No,No,100,Driver,Male,74
20173175,QLD,January,2017,Tuesday,12:00,Pedestrian,No,Yes,Yes,100,Pedestrian,Male,34
20173200,QLD,January,2017,Sunday,00:00,Pedestrian,No,No,No,50,Pedestrian,Female,64
20173210,QLD,January,2017,Friday,22:00,Single vehicle,No,No,No,80,Motorcycle rider,Male,41
20173211,QLD,January,2017,Tuesday,03:00,Multiple vehicle,No,No,No,100,Driver,Male,57
20173227,QLD,January,2017,Tuesday,22:00,Single vehicle,No,No,No,50,Motorcycle rider,Male,31
20174028,SA,January,2017,Wednesday,21:00,Pedestrian,No,No,No,50,Pedestrian,Female,45
20174080,SA,January,2017,Friday,00:15,Multiple vehicle,No,Yes,No,110,Driver,Male,62
20174083,SA,January,2017,Tuesday,09:25,Multiple vehicle,No,No,No,100,Driver,Female,81
20174094,SA,January,2017,Friday,15:25,Multiple vehicle,No,No,No,90,Driver,Male,89
20174094,SA,January,2017,Friday,15:25,Multiple vehicle,No,No,No,90,Passenger,Female,93
20175017,WA,January,2017,Monday,11:43,Single vehicle,No,No,No,80,Driver,Male,79
20175025,WA,January,2017,Sunday,10:23,Single vehicle,No,No,No,-9,Driver,Male,89
20175031,WA,January,2017,Friday,17:30,Single vehicle,No,No,No,90,Driver,Male,36
20175032,WA,January,2017,Saturday,01:33,Single vehicle,No,No,No,70,Driver,Male,23
20175035,WA,January,2017,Tuesday,15:21,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,23
20175055,WA,January,2017,Monday,18:27,Single vehicle,No,No,No,110,Driver,Male,24
20175060,WA,January,2017,Wednesday,18:30,Single vehicle,No,No,No,80,Passenger,Male,10
20175093,WA,January,2017,Sunday,12:11,Multiple vehicle,No,No,No,110,Passenger,Male,67
20175093,WA,January,2017,Sunday,12:11,Multiple vehicle,No,No,No,110,Passenger,Female,68
20175095,WA,January,2017,Sunday,16:30,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,21
20175096,WA,January,2017,Monday,01:20,Multiple vehicle,No,Yes,No,50,Driver,Male,48
20175112,WA,January,2017,Tuesday,19:58,Multiple vehicle,No,No,No,60,Motorcycle pillion passenger,Male,14
20175113,WA,January,2017,Wednesday,05:15,Single vehicle,No,No,No,110,Driver,Male,24
20175115,WA,January,2017,Tuesday,12:48,Multiple vehicle,No,No,No,60,Pedestrian,Male,4
20175132,WA,January,2017,Sunday,17:14,Multiple vehicle,No,No,No,70,Driver,Male,25
20175145,WA,January,2017,Saturday,21:30,Single vehicle,No,No,No,20,Passenger,Male,19
20176005,TAS,January,2017,Friday,19:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,46
20176028,TAS,January,2017,Friday,16:10,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,42
20177004,NT,January,2017,Wednesday,16:58,Multiple vehicle,No,No,No,110,Driver,Male,17
20177004,NT,January,2017,Wednesday,16:58,Multiple vehicle,No,No,No,110,Passenger,Female,66
20177006,NT,January,2017,Tuesday,23:30,Pedestrian,No,No,No,130,Pedestrian,Male,39
20178004,ACT,January,2017,Thursday,16:00,Single vehicle,No,No,No,-9,Passenger,Male,30
